architecture,epochs,batch_size,optimizer,test_score,history_loss,history_score
"[{'name': 'embedding_1', 'trainable': True, 'batch_input_shape': (None, 300), 'dtype': 'float32', 'input_dim': 325, 'output_dim': 10, 'embeddings_initializer': {'class_name': 'RandomUniform', 'config': {'minval': -0.05, 'maxval': 0.05, 'seed': None}}, 'embeddings_regularizer': None, 'activity_regularizer': None, 'embeddings_constraint': None, 'mask_zero': False, 'input_length': 300, '_type': <class 'keras.layers.embeddings.Embedding'>}, {'name': 'gru_1', 'trainable': True, 'dtype': 'float32', 'return_sequences': False, 'return_state': False, 'go_backwards': False, 'stateful': False, 'unroll': False, 'units': 8, 'activation': 'tanh', 'recurrent_activation': 'hard_sigmoid', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'recurrent_initializer': {'class_name': 'Orthogonal', 'config': {'gain': 1.0, 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'recurrent_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'recurrent_constraint': None, 'bias_constraint': None, 'dropout': 0.0, 'recurrent_dropout': 0.0, 'implementation': 1, 'reset_after': False, '_type': <class 'keras.layers.recurrent.GRU'>}]",15,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.799636363809759,"[0.6917629527974485, 0.6794499726722489, 0.5764961984548995, 0.48532065091204285, 0.4667387913305368, 0.4634724694686149, 0.4535514523947417, 0.44557639058312376, 0.4475753103085418, 0.4422415174263627, 0.4420967552092538, 0.4386770626929269, 0.43591518452274264, 0.4354461739597036, 0.4332106424338782]","[0.5294925374201874, 0.5997014927010038, 0.7026268654794835, 0.7737313434757404, 0.7880597014071337, 0.7868656714994516, 0.7946865670716584, 0.7987462688417577, 0.796835820746066, 0.8000597013501979, 0.799462686588515, 0.7992238806753016, 0.8031044775834724, 0.8031641791258285, 0.8037014925017286]"
"[{'name': 'embedding_2', 'trainable': True, 'batch_input_shape': (None, 300), 'dtype': 'float32', 'input_dim': 325, 'output_dim': 50, 'embeddings_initializer': {'class_name': 'RandomUniform', 'config': {'minval': -0.05, 'maxval': 0.05, 'seed': None}}, 'embeddings_regularizer': None, 'activity_regularizer': None, 'embeddings_constraint': None, 'mask_zero': False, 'input_length': 300, '_type': <class 'keras.layers.embeddings.Embedding'>}, {'name': 'gru_2', 'trainable': True, 'dtype': 'float32', 'return_sequences': False, 'return_state': False, 'go_backwards': False, 'stateful': False, 'unroll': False, 'units': 8, 'activation': 'tanh', 'recurrent_activation': 'hard_sigmoid', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'recurrent_initializer': {'class_name': 'Orthogonal', 'config': {'gain': 1.0, 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'recurrent_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'recurrent_constraint': None, 'bias_constraint': None, 'dropout': 0.0, 'recurrent_dropout': 0.0, 'implementation': 1, 'reset_after': False, '_type': <class 'keras.layers.recurrent.GRU'>}]",15,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.79927272717158,"[0.6106639932376235, 0.509486700670043, 0.4739935130361301, 0.4573432894678258, 0.4431829283308627, 0.43602785015817896, 0.4316384004265515, 0.42769604513894266, 0.4258941491006026, 0.4204908341578583, 0.41634601231475377, 0.4132887846213668, 0.41586315325836637, 0.41249739570404165, 0.4049094743764223]","[0.6608955221959014, 0.7598208956647275, 0.7839999999145963, 0.7946865670787754, 0.8003582088698202, 0.8037611939373301, 0.8045373132833794, 0.8060895523669115, 0.8056716418123957, 0.8097313433618688, 0.8104477610445734, 0.8133731344564638, 0.8109850744774092, 0.8119999999715322, 0.8163582088057675]"
"[{'name': 'embedding_3', 'trainable': True, 'batch_input_shape': (None, 300), 'dtype': 'float32', 'input_dim': 325, 'output_dim': 100, 'embeddings_initializer': {'class_name': 'RandomUniform', 'config': {'minval': -0.05, 'maxval': 0.05, 'seed': None}}, 'embeddings_regularizer': None, 'activity_regularizer': None, 'embeddings_constraint': None, 'mask_zero': False, 'input_length': 300, '_type': <class 'keras.layers.embeddings.Embedding'>}, {'name': 'gru_3', 'trainable': True, 'dtype': 'float32', 'return_sequences': False, 'return_state': False, 'go_backwards': False, 'stateful': False, 'unroll': False, 'units': 8, 'activation': 'tanh', 'recurrent_activation': 'hard_sigmoid', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'recurrent_initializer': {'class_name': 'Orthogonal', 'config': {'gain': 1.0, 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'recurrent_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'recurrent_constraint': None, 'bias_constraint': None, 'dropout': 0.0, 'recurrent_dropout': 0.0, 'implementation': 1, 'reset_after': False, '_type': <class 'keras.layers.recurrent.GRU'>}]",15,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8093333332177365,"[0.6314709922021894, 0.5043614513411451, 0.45490949925024116, 0.4339590780201243, 0.4221175491489581, 0.4150028322632633, 0.40926329328053035, 0.40267496897213495, 0.39974383607195385, 0.3928375910502761, 0.38919445090507393, 0.3821696569528153, 0.37764323899639185, 0.3729829853933249, 0.3666733098136845]","[0.6292537313717514, 0.7611940300429045, 0.7932537314144533, 0.8038805969793406, 0.8105671642573912, 0.8127164179887345, 0.8157611939942658, 0.8210149255652925, 0.8217910446835988, 0.8230447760838181, 0.8261492537028754, 0.828537313397251, 0.8299701493320181, 0.8326567163253898, 0.8360000000213509]"
"[{'name': 'embedding_4', 'trainable': True, 'batch_input_shape': (None, 300), 'dtype': 'float32', 'input_dim': 325, 'output_dim': 200, 'embeddings_initializer': {'class_name': 'RandomUniform', 'config': {'minval': -0.05, 'maxval': 0.05, 'seed': None}}, 'embeddings_regularizer': None, 'activity_regularizer': None, 'embeddings_constraint': None, 'mask_zero': False, 'input_length': 300, '_type': <class 'keras.layers.embeddings.Embedding'>}, {'name': 'gru_4', 'trainable': True, 'dtype': 'float32', 'return_sequences': False, 'return_state': False, 'go_backwards': False, 'stateful': False, 'unroll': False, 'units': 8, 'activation': 'tanh', 'recurrent_activation': 'hard_sigmoid', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'recurrent_initializer': {'class_name': 'Orthogonal', 'config': {'gain': 1.0, 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'recurrent_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'recurrent_constraint': None, 'bias_constraint': None, 'dropout': 0.0, 'recurrent_dropout': 0.0, 'implementation': 1, 'reset_after': False, '_type': <class 'keras.layers.recurrent.GRU'>}]",15,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8021818180806709,"[0.6053709117725714, 0.463486805026211, 0.42950135133159695, 0.41807995682687904, 0.4068484502621551, 0.3953535206068808, 0.3846562859620621, 0.3747682250578012, 0.3676585811928137, 0.35527797700753855, 0.3466415864887522, 0.34136633141361067, 0.3325793384331376, 0.3261435663557764, 0.316629057318417]","[0.6589850746553335, 0.7852537314286873, 0.8042388059345644, 0.8114029852596681, 0.8164179105331648, 0.823402985031925, 0.8290149255012398, 0.835761194214892, 0.8379104476117376, 0.8451343285361332, 0.8499104478892995, 0.8547462686709504, 0.857791044626663, 0.8601791044989628, 0.8672238805044943]"
"[{'name': 'embedding_5', 'trainable': True, 'batch_input_shape': (None, 300), 'dtype': 'float32', 'input_dim': 325, 'output_dim': 500, 'embeddings_initializer': {'class_name': 'RandomUniform', 'config': {'minval': -0.05, 'maxval': 0.05, 'seed': None}}, 'embeddings_regularizer': None, 'activity_regularizer': None, 'embeddings_constraint': None, 'mask_zero': False, 'input_length': 300, '_type': <class 'keras.layers.embeddings.Embedding'>}, {'name': 'gru_5', 'trainable': True, 'dtype': 'float32', 'return_sequences': False, 'return_state': False, 'go_backwards': False, 'stateful': False, 'unroll': False, 'units': 8, 'activation': 'tanh', 'recurrent_activation': 'hard_sigmoid', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'recurrent_initializer': {'class_name': 'Orthogonal', 'config': {'gain': 1.0, 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'recurrent_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'recurrent_constraint': None, 'bias_constraint': None, 'dropout': 0.0, 'recurrent_dropout': 0.0, 'implementation': 1, 'reset_after': False, '_type': <class 'keras.layers.recurrent.GRU'>}]",15,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.7873939394372882,"[0.6074888373204131, 0.460889668247593, 0.4263254873076482, 0.4073315640954829, 0.39168154355305346, 0.381442604171696, 0.367348979619012, 0.3574127490306968, 0.3473055839502989, 0.33645963755294456, 0.3258250450981197, 0.32090056166897957, 0.31194035649299623, 0.2991767452581605, 0.29526985900615577]","[0.6561194030633614, 0.78358208973728, 0.8049552238450122, 0.8131940297012898, 0.8247164178250441, 0.8293134326934815, 0.8361194028996709, 0.8456119403127415, 0.8494925371710934, 0.8546268658566831, 0.8643582089694578, 0.8644179105687497, 0.8684179103552405, 0.8782686567875876, 0.8790447762973272]"
"[{'name': 'embedding_6', 'trainable': True, 'batch_input_shape': (None, 300), 'dtype': 'float32', 'input_dim': 325, 'output_dim': 1000, 'embeddings_initializer': {'class_name': 'RandomUniform', 'config': {'minval': -0.05, 'maxval': 0.05, 'seed': None}}, 'embeddings_regularizer': None, 'activity_regularizer': None, 'embeddings_constraint': None, 'mask_zero': False, 'input_length': 300, '_type': <class 'keras.layers.embeddings.Embedding'>}, {'name': 'gru_6', 'trainable': True, 'dtype': 'float32', 'return_sequences': False, 'return_state': False, 'go_backwards': False, 'stateful': False, 'unroll': False, 'units': 8, 'activation': 'tanh', 'recurrent_activation': 'hard_sigmoid', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'recurrent_initializer': {'class_name': 'Orthogonal', 'config': {'gain': 1.0, 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'recurrent_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'recurrent_constraint': None, 'bias_constraint': None, 'dropout': 0.0, 'recurrent_dropout': 0.0, 'implementation': 1, 'reset_after': False, '_type': <class 'keras.layers.recurrent.GRU'>}]",15,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.7901818180806709,"[0.5899154153261612, 0.4563533261427239, 0.42893784850390987, 0.4073440077126916, 0.3904108179398437, 0.3763517831332648, 0.3649209902606793, 0.3555197932257581, 0.3455689982264789, 0.3354905872309386, 0.32890538851182854, 0.3190019152555893, 0.31298901208479013, 0.3067700148945424, 0.301766754321198]","[0.6741492535818868, 0.7879402986426851, 0.8041791044420271, 0.8168955225802179, 0.8242388058776287, 0.8349253729848719, 0.8385074627079181, 0.8459104478964166, 0.8504477613719542, 0.8571343284791975, 0.8610149253375494, 0.8632238806681847, 0.8712835820468504, 0.8751044775692385, 0.8745671641933385]"
"[{'name': 'embedding_7', 'trainable': True, 'batch_input_shape': (None, 300), 'dtype': 'float32', 'input_dim': 325, 'output_dim': 10, 'embeddings_initializer': {'class_name': 'RandomUniform', 'config': {'minval': -0.05, 'maxval': 0.05, 'seed': None}}, 'embeddings_regularizer': None, 'activity_regularizer': None, 'embeddings_constraint': None, 'mask_zero': False, 'input_length': 300, '_type': <class 'keras.layers.embeddings.Embedding'>}, {'name': 'gru_7', 'trainable': True, 'dtype': 'float32', 'return_sequences': False, 'return_state': False, 'go_backwards': False, 'stateful': False, 'unroll': False, 'units': 16, 'activation': 'tanh', 'recurrent_activation': 'hard_sigmoid', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'recurrent_initializer': {'class_name': 'Orthogonal', 'config': {'gain': 1.0, 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'recurrent_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'recurrent_constraint': None, 'bias_constraint': None, 'dropout': 0.0, 'recurrent_dropout': 0.0, 'implementation': 1, 'reset_after': False, '_type': <class 'keras.layers.recurrent.GRU'>}]",15,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8015757574601607,"[0.6231031234513468, 0.5064069305676133, 0.4859230808357694, 0.45057547399890957, 0.44739671799673963, 0.4385293573621494, 0.4348530844076356, 0.43024143274506527, 0.4337298442392207, 0.42956121365703753, 0.4237122041894429, 0.4234892213558083, 0.41988944578526627, 0.4196648967194913, 0.4159621353469678]","[0.6382089550317224, 0.7548656717770135, 0.7711641789621382, 0.7942686569085762, 0.7932537314785061, 0.8016716418693315, 0.8034029851529135, 0.8038208954298675, 0.8028656718339493, 0.8045373135609414, 0.8085970151175313, 0.8039999998505436, 0.8078208957145463, 0.8071641791756473, 0.8090746269439584]"
"[{'name': 'embedding_8', 'trainable': True, 'batch_input_shape': (None, 300), 'dtype': 'float32', 'input_dim': 325, 'output_dim': 50, 'embeddings_initializer': {'class_name': 'RandomUniform', 'config': {'minval': -0.05, 'maxval': 0.05, 'seed': None}}, 'embeddings_regularizer': None, 'activity_regularizer': None, 'embeddings_constraint': None, 'mask_zero': False, 'input_length': 300, '_type': <class 'keras.layers.embeddings.Embedding'>}, {'name': 'gru_8', 'trainable': True, 'dtype': 'float32', 'return_sequences': False, 'return_state': False, 'go_backwards': False, 'stateful': False, 'unroll': False, 'units': 16, 'activation': 'tanh', 'recurrent_activation': 'hard_sigmoid', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'recurrent_initializer': {'class_name': 'Orthogonal', 'config': {'gain': 1.0, 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'recurrent_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'recurrent_constraint': None, 'bias_constraint': None, 'dropout': 0.0, 'recurrent_dropout': 0.0, 'implementation': 1, 'reset_after': False, '_type': <class 'keras.layers.recurrent.GRU'>}]",15,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.797696969870365,"[0.6179800375112847, 0.5119050018858554, 0.4581199931457861, 0.4401294488052824, 0.4324718231941337, 0.421636581015231, 0.4154004166161836, 0.4084299238297477, 0.40645583544204483, 0.403798930132567, 0.4003326787735099, 0.39839909952434144, 0.39487464908699493, 0.39032454003149003, 0.38857694733320775]","[0.6435223880881694, 0.7567164177609913, 0.7902089553021673, 0.7995223881379881, 0.8008358210876807, 0.8081791045558986, 0.8085373134541868, 0.8132537314215703, 0.8121791046199514, 0.8165373135609413, 0.8176716418052787, 0.8183880596659077, 0.8215522387134495, 0.8222686567947046, 0.8231641792397001]"
"[{'name': 'embedding_9', 'trainable': True, 'batch_input_shape': (None, 300), 'dtype': 'float32', 'input_dim': 325, 'output_dim': 100, 'embeddings_initializer': {'class_name': 'RandomUniform', 'config': {'minval': -0.05, 'maxval': 0.05, 'seed': None}}, 'embeddings_regularizer': None, 'activity_regularizer': None, 'embeddings_constraint': None, 'mask_zero': False, 'input_length': 300, '_type': <class 'keras.layers.embeddings.Embedding'>}, {'name': 'gru_9', 'trainable': True, 'dtype': 'float32', 'return_sequences': False, 'return_state': False, 'go_backwards': False, 'stateful': False, 'unroll': False, 'units': 16, 'activation': 'tanh', 'recurrent_activation': 'hard_sigmoid', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'recurrent_initializer': {'class_name': 'Orthogonal', 'config': {'gain': 1.0, 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'recurrent_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'recurrent_constraint': None, 'bias_constraint': None, 'dropout': 0.0, 'recurrent_dropout': 0.0, 'implementation': 1, 'reset_after': False, '_type': <class 'keras.layers.recurrent.GRU'>}]",15,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.808848484732888,"[0.6262703788209317, 0.523800327934436, 0.4873416628303813, 0.46552883463119393, 0.4346895980621452, 0.42352963115564035, 0.41919137845466387, 0.40840365500236625, 0.4064867512325742, 0.39908370634691037, 0.3961120088100433, 0.3893079988885282, 0.3822009328763876, 0.3794250646989737, 0.37817987700006855]","[0.6383880595520361, 0.747522387924479, 0.771880596865469, 0.7836417910661271, 0.8001791045558987, 0.806388059836715, 0.8070447761976897, 0.8133134326934814, 0.8157611941081374, 0.818268656680833, 0.8198208953800487, 0.8263283583939965, 0.8278805971430309, 0.830805970341412, 0.8298507462330719]"
"[{'name': 'embedding_10', 'trainable': True, 'batch_input_shape': (None, 300), 'dtype': 'float32', 'input_dim': 325, 'output_dim': 200, 'embeddings_initializer': {'class_name': 'RandomUniform', 'config': {'minval': -0.05, 'maxval': 0.05, 'seed': None}}, 'embeddings_regularizer': None, 'activity_regularizer': None, 'embeddings_constraint': None, 'mask_zero': False, 'input_length': 300, '_type': <class 'keras.layers.embeddings.Embedding'>}, {'name': 'gru_10', 'trainable': True, 'dtype': 'float32', 'return_sequences': False, 'return_state': False, 'go_backwards': False, 'stateful': False, 'unroll': False, 'units': 16, 'activation': 'tanh', 'recurrent_activation': 'hard_sigmoid', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'recurrent_initializer': {'class_name': 'Orthogonal', 'config': {'gain': 1.0, 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'recurrent_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'recurrent_constraint': None, 'bias_constraint': None, 'dropout': 0.0, 'recurrent_dropout': 0.0, 'implementation': 1, 'reset_after': False, '_type': <class 'keras.layers.recurrent.GRU'>}]",15,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.803878787763191,"[0.6050126357505571, 0.4904777998924255, 0.44350920497481505, 0.4290606792435717, 0.41856959282818124, 0.4046855219940641, 0.3976008778863878, 0.38694578451540934, 0.3754543620863957, 0.369044432049367, 0.349962933721827, 0.33951801997156283, 0.3312669963338482, 0.32293694353103636, 0.31714739472474623]","[0.6619701491185088, 0.7711044775763555, 0.7975522387775023, 0.8026268655862381, 0.8102686567377688, 0.817194029929033, 0.8200000000213509, 0.825074626780268, 0.8320000000142339, 0.8351044778040986, 0.8463880598865339, 0.8518805970362763, 0.8565970150534786, 0.861014925216561, 0.8646567163823256]"
